"region";"år";"statistikkvariabel";"Folkemengde 1. januar, etter region, år og statistikkvariabel"
"0213 Ski";"2017";"Personer";30698
"0214 Ås";"1986";"Personer";11351
"0214 Ås";"1987";"Personer";11403
"0214 Ås";"1988";"Personer";11597
"0214 Ås";"1989";"Personer";11765
"0214 Ås";"1990";"Personer";11917
"0214 Ås";"1991";"Personer";11935
"0214 Ås";"1992";"Personer";11909
"0214 Ås";"1993";"Personer";12086
"0214 Ås";"1994";"Personer";12206
"0214 Ås";"1995";"Personer";12354
"0214 Ås";"1996";"Personer";12516
"0214 Ås";"1997";"Personer";12734
"0214 Ås";"1998";"Personer";13090
"0214 Ås";"1999";"Personer";13260
"0214 Ås";"2000";"Personer";13568
"0214 Ås";"2001";"Personer";13838
"0214 Ås";"2002";"Personer";14037
"0214 Ås";"2003";"Personer";14227
"0214 Ås";"2004";"Personer";14323
"0214 Ås";"2005";"Personer";14472
"0214 Ås";"2006";"Personer";14530
"0214 Ås";"2007";"Personer";14873
"0214 Ås";"2008";"Personer";15324
"0214 Ås";"2009";"Personer";15863
"0214 Ås";"2010";"Personer";16386
"0214 Ås";"2011";"Personer";16733
"0214 Ås";"2012";"Personer";17284
"0214 Ås";"2013";"Personer";17568
"0214 Ås";"2014";"Personer";17969
"0214 Ås";"2015";"Personer";18503
"0214 Ås";"2016";"Personer";18992
"0214 Ås";"2017";"Personer";19288
"0215 Frogn";"1986";"Personer";9502
"0215 Frogn";"1987";"Personer";9740
"0215 Frogn";"1988";"Personer";9888
"0215 Frogn";"1989";"Personer";9959
"0215 Frogn";"1990";"Personer";10113
"0215 Frogn";"1991";"Personer";10297
"0215 Frogn";"1992";"Personer";10465
"0215 Frogn";"1993";"Personer";10673
"0215 Frogn";"1994";"Personer";10863
"0215 Frogn";"1995";"Personer";11347
"0215 Frogn";"1996";"Personer";11804
"0215 Frogn";"1997";"Personer";12165
"0215 Frogn";"1998";"Personer";12517
"0215 Frogn";"1999";"Personer";12748
"0215 Frogn";"2000";"Personer";12972
"0215 Frogn";"2001";"Personer";13020
"0215 Frogn";"2002";"Personer";12962
"0215 Frogn";"2003";"Personer";13116
"0215 Frogn";"2004";"Personer";13153
"0215 Frogn";"2005";"Personer";13358
"0215 Frogn";"2006";"Personer";13585
"0215 Frogn";"2007";"Personer";13890
"0215 Frogn";"2008";"Personer";14245
"0215 Frogn";"2009";"Personer";14435
"0215 Frogn";"2010";"Personer";14622
"0215 Frogn";"2011";"Personer";14814
"0215 Frogn";"2012";"Personer";15154
"0215 Frogn";"2013";"Personer";15469
"0215 Frogn";"2014";"Personer";15671
"0215 Frogn";"2015";"Personer";15656
"0215 Frogn";"2016";"Personer";15695
"0215 Frogn";"2017";"Personer";15743
"0216 Nesodden";"1986";"Personer";11567
"0216 Nesodden";"1987";"Personer";11998
"0216 Nesodden";"1988";"Personer";12458
"0216 Nesodden";"1989";"Personer";12866
"0216 Nesodden";"1990";"Personer";13063
"0216 Nesodden";"1991";"Personer";13222
"0216 Nesodden";"1992";"Personer";13300
"0216 Nesodden";"1993";"Personer";13508
"0216 Nesodden";"1994";"Personer";13845
"0216 Nesodden";"1995";"Personer";13987
"0216 Nesodden";"1996";"Personer";14184
"0216 Nesodden";"1997";"Personer";14350
"0216 Nesodden";"1998";"Personer";14691
"0216 Nesodden";"1999";"Personer";15097
"0216 Nesodden";"2000";"Personer";15448
"0216 Nesodden";"2001";"Personer";15534
"0216 Nesodden";"2002";"Personer";15777
"0216 Nesodden";"2003";"Personer";15943
"0216 Nesodden";"2004";"Personer";16074
"0216 Nesodden";"2005";"Personer";16231
"0216 Nesodden";"2006";"Personer";16541
"0216 Nesodden";"2007";"Personer";16791
"0216 Nesodden";"2008";"Personer";16868
"0216 Nesodden";"2009";"Personer";17129
"0216 Nesodden";"2010";"Personer";17348
"0216 Nesodden";"2011";"Personer";17515
"0216 Nesodden";"2012";"Personer";17809
"0216 Nesodden";"2013";"Personer";17998
"0216 Nesodden";"2014";"Personer";18297
"0216 Nesodden";"2015";"Personer";18372
"0216 Nesodden";"2016";"Personer";18623
"0216 Nesodden";"2017";"Personer";18869
"0217 Oppegård";"1986";"Personer";19019
"0217 Oppegård";"1987";"Personer";19369
"0217 Oppegård";"1988";"Personer";19725
"0217 Oppegård";"1989";"Personer";19978
"0217 Oppegård";"1990";"Personer";20313
"0217 Oppegård";"1991";"Personer";20683
"0217 Oppegård";"1992";"Personer";21001
"0217 Oppegård";"1993";"Personer";21285
"0217 Oppegård";"1994";"Personer";21622
"0217 Oppegård";"1995";"Personer";21826
"0217 Oppegård";"1996";"Personer";22011
"0217 Oppegård";"1997";"Personer";22353
"0217 Oppegård";"1998";"Personer";22611
"0217 Oppegård";"1999";"Personer";22805
"0217 Oppegård";"2000";"Personer";22953
"0217 Oppegård";"2001";"Personer";23006
"0217 Oppegård";"2002";"Personer";23152
"0217 Oppegård";"2003";"Personer";23243
"0217 Oppegård";"2004";"Personer";23343
"0217 Oppegård";"2005";"Personer";23586
"0217 Oppegård";"2006";"Personer";23897
"0217 Oppegård";"2007";"Personer";23993
"0217 Oppegård";"2008";"Personer";24201
"0217 Oppegård";"2009";"Personer";24612
"0217 Oppegård";"2010";"Personer";24882
"0217 Oppegård";"2011";"Personer";25072
"0217 Oppegård";"2012";"Personer";25520
"0217 Oppegård";"2013";"Personer";25963
"0217 Oppegård";"2014";"Personer";26255
"0217 Oppegård";"2015";"Personer";26580
"0217 Oppegård";"2016";"Personer";26792
"0217 Oppegård";"2017";"Personer";26988
"0219 Bærum";"1986";"Personer";84724
"0219 Bærum";"1987";"Personer";86541
"0219 Bærum";"1988";"Personer";87773
"0219 Bærum";"1989";"Personer";88594
"0219 Bærum";"1990";"Personer";89221
"0219 Bærum";"1991";"Personer";90579
"0219 Bærum";"1992";"Personer";91692
"0219 Bærum";"1993";"Personer";92748
"0219 Bærum";"1994";"Personer";94098
"0219 Bærum";"1995";"Personer";95548
"0219 Bærum";"1996";"Personer";97034
"0219 Bærum";"1997";"Personer";98298
"0219 Bærum";"1998";"Personer";99590
"0219 Bærum";"1999";"Personer";100773
"0219 Bærum";"2000";"Personer";101494
"0219 Bærum";"2001";"Personer";101340
"0219 Bærum";"2002";"Personer";101497
"0219 Bærum";"2003";"Personer";102529
"0219 Bærum";"2004";"Personer";103313
"0219 Bærum";"2005";"Personer";104690
"0219 Bærum";"2006";"Personer";105928
"0219 Bærum";"2007";"Personer";106932
"0219 Bærum";"2008";"Personer";108144
"0219 Bærum";"2009";"Personer";109700
"0219 Bærum";"2010";"Personer";111213
"0219 Bærum";"2011";"Personer";112789
"0219 Bærum";"2012";"Personer";114489
"0219 Bærum";"2013";"Personer";116677
"0219 Bærum";"2014";"Personer";118588
"0219 Bærum";"2015";"Personer";120685
"0219 Bærum";"2016";"Personer";122348
"0219 Bærum";"2017";"Personer";124008
"0220 Asker";"1986";"Personer";38911
"0220 Asker";"1987";"Personer";39704
"0220 Asker";"1988";"Personer";40365
"0220 Asker";"1989";"Personer";40941
"0220 Asker";"1990";"Personer";41430
"0220 Asker";"1991";"Personer";41903
"0220 Asker";"1992";"Personer";42395
"0220 Asker";"1993";"Personer";42826
"0220 Asker";"1994";"Personer";43725
"0220 Asker";"1995";"Personer";44396
"0220 Asker";"1996";"Personer";45355
"0220 Asker";"1997";"Personer";46202
"0220 Asker";"1998";"Personer";47592
"0220 Asker";"1999";"Personer";48397
"0220 Asker";"2000";"Personer";49284
"0220 Asker";"2001";"Personer";49661
"0220 Asker";"2002";"Personer";49990
"0220 Asker";"2003";"Personer";50290
"0220 Asker";"2004";"Personer";50651
"0220 Asker";"2005";"Personer";50858
"0220 Asker";"2006";"Personer";51484
"0220 Asker";"2007";"Personer";52210
"0220 Asker";"2008";"Personer";52922
"0220 Asker";"2009";"Personer";53756
"0220 Asker";"2010";"Personer";54623
"0220 Asker";"2011";"Personer";55284
"0220 Asker";"2012";"Personer";56447
"0220 Asker";"2013";"Personer";57418
"0220 Asker";"2014";"Personer";58338
"0220 Asker";"2015";"Personer";59571
"0220 Asker";"2016";"Personer";60106
"0220 Asker";"2017";"Personer";60781
"0221 Aurskog-Høland";"1986";"Personer";12465
"0221 Aurskog-Høland";"1987";"Personer";12534
"0221 Aurskog-Høland";"1988";"Personer";12552
"0221 Aurskog-Høland";"1989";"Personer";12577
"0221 Aurskog-Høland";"1990";"Personer";12596
"0221 Aurskog-Høland";"1991";"Personer";12562
"0221 Aurskog-Høland";"1992";"Personer";12497
"0221 Aurskog-Høland";"1993";"Personer";12423
"0221 Aurskog-Høland";"1994";"Personer";12301
"0221 Aurskog-Høland";"1995";"Personer";12292
"0221 Aurskog-Høland";"1996";"Personer";12337
"0221 Aurskog-Høland";"1997";"Personer";12348
"0221 Aurskog-Høland";"1998";"Personer";12384
"0221 Aurskog-Høland";"1999";"Personer";12442
"0221 Aurskog-Høland";"2000";"Personer";12561
"0221 Aurskog-Høland";"2001";"Personer";12701
"0221 Aurskog-Høland";"2002";"Personer";12997
"0221 Aurskog-Høland";"2003";"Personer";13067
"0221 Aurskog-Høland";"2004";"Personer";13199
"0221 Aurskog-Høland";"2005";"Personer";13275
"0221 Aurskog-Høland";"2006";"Personer";13379
"0221 Aurskog-Høland";"2007";"Personer";13587
"0221 Aurskog-Høland";"2008";"Personer";13995
"0221 Aurskog-Høland";"2009";"Personer";14158
"0221 Aurskog-Høland";"2010";"Personer";14294
"0221 Aurskog-Høland";"2011";"Personer";14632
"0221 Aurskog-Høland";"2012";"Personer";14905
"0221 Aurskog-Høland";"2013";"Personer";15260
"0221 Aurskog-Høland";"2014";"Personer";15500
"0221 Aurskog-Høland";"2015";"Personer";15726
"0221 Aurskog-Høland";"2016";"Personer";15914
"0221 Aurskog-Høland";"2017";"Personer";16162
"0226 Sørum";"1986";"Personer";10234
"0226 Sørum";"1987";"Personer";10596
"0226 Sørum";"1988";"Personer";10946
"0226 Sørum";"1989";"Personer";11120
"0226 Sørum";"1990";"Personer";11245
"0226 Sørum";"1991";"Personer";11287
"0226 Sørum";"1992";"Personer";11307
"0226 Sørum";"1993";"Personer";11311
"0226 Sørum";"1994";"Personer";11334
"0226 Sørum";"1995";"Personer";11420
"0226 Sørum";"1996";"Personer";11452
"0226 Sørum";"1997";"Personer";11581
"0226 Sørum";"1998";"Personer";11879
"0226 Sørum";"1999";"Personer";11970
"0226 Sørum";"2000";"Personer";12133
"0226 Sørum";"2001";"Personer";12262
"0226 Sørum";"2002";"Personer";12386
"0226 Sørum";"2003";"Personer";12571
"0226 Sørum";"2004";"Personer";12768
"0226 Sørum";"2005";"Personer";12925
"0226 Sørum";"2006";"Personer";13367
"0226 Sørum";"2007";"Personer";13807
"0226 Sørum";"2008";"Personer";14279
"0226 Sørum";"2009";"Personer";14942
"0226 Sørum";"2010";"Personer";15369
"0226 Sørum";"2011";"Personer";15686
"0226 Sørum";"2012";"Personer";16091
"0226 Sørum";"2013";"Personer";16363
"0226 Sørum";"2014";"Personer";16918
"0226 Sørum";"2015";"Personer";17089
"0226 Sørum";"2016";"Personer";17443
"0226 Sørum";"2017";"Personer";17665
"0227 Fet";"1986";"Personer";8059
"0227 Fet";"1987";"Personer";8199
"0227 Fet";"1988";"Personer";8394
"0227 Fet";"1989";"Personer";8489
"0227 Fet";"1990";"Personer";8612
"0227 Fet";"1991";"Personer";8587
"0227 Fet";"1992";"Personer";8550
"0227 Fet";"1993";"Personer";8533
"0227 Fet";"1994";"Personer";8580
"0227 Fet";"1995";"Personer";8670
"0227 Fet";"1996";"Personer";8715
"0227 Fet";"1997";"Personer";8743
"0227 Fet";"1998";"Personer";8895
"0227 Fet";"1999";"Personer";9037
"0227 Fet";"2000";"Personer";9271
"0227 Fet";"2001";"Personer";9371
"0227 Fet";"2002";"Personer";9327
"0227 Fet";"2003";"Personer";9361
"0227 Fet";"2004";"Personer";9485
"0227 Fet";"2005";"Personer";9567
"0227 Fet";"2006";"Personer";9734
"0227 Fet";"2007";"Personer";9799
"0227 Fet";"2008";"Personer";9963
"0227 Fet";"2009";"Personer";10139
"0227 Fet";"2010";"Personer";10238
"0227 Fet";"2011";"Personer";10431
"0227 Fet";"2012";"Personer";10626
"0227 Fet";"2013";"Personer";10810
"0227 Fet";"2014";"Personer";11048
"0227 Fet";"2015";"Personer";11199
"0227 Fet";"2016";"Personer";11374
"0227 Fet";"2017";"Personer";11555
"0228 Rælingen";"1986";"Personer";13510
"0228 Rælingen";"1987";"Personer";13514
"0228 Rælingen";"1988";"Personer";13695
"0228 Rælingen";"1989";"Personer";13591
"0228 Rælingen";"1990";"Personer";13696
"0228 Rælingen";"1991";"Personer";13836
"0228 Rælingen";"1992";"Personer";13856
"0228 Rælingen";"1993";"Personer";13917
"0228 Rælingen";"1994";"Personer";13972
"0228 Rælingen";"1995";"Personer";13994
"0228 Rælingen";"1996";"Personer";14019
"0228 Rælingen";"1997";"Personer";14196
"0228 Rælingen";"1998";"Personer";14296
"0228 Rælingen";"1999";"Personer";14373
"0228 Rælingen";"2000";"Personer";14493
"0228 Rælingen";"2001";"Personer";14659
"0228 Rælingen";"2002";"Personer";14631
"0228 Rælingen";"2003";"Personer";14679
"0228 Rælingen";"2004";"Personer";14720
"0228 Rælingen";"2005";"Personer";14797
"0228 Rælingen";"2006";"Personer";14857
"0228 Rælingen";"2007";"Personer";15062
"0228 Rælingen";"2008";"Personer";15112
"0228 Rælingen";"2009";"Personer";15345
"0228 Rælingen";"2010";"Personer";15591
"0228 Rælingen";"2011";"Personer";15920
"0228 Rælingen";"2012";"Personer";16170
"0228 Rælingen";"2013";"Personer";16420
"0228 Rælingen";"2014";"Personer";16806
"0228 Rælingen";"2015";"Personer";17185
"0228 Rælingen";"2016";"Personer";17426
"0228 Rælingen";"2017";"Personer";17730
"0229 Enebakk";"1986";"Personer";7592
"0229 Enebakk";"1987";"Personer";7729
"0229 Enebakk";"1988";"Personer";7888
"0229 Enebakk";"1989";"Personer";7999
"0229 Enebakk";"1990";"Personer";8060
"0229 Enebakk";"1991";"Personer";8050
"0229 Enebakk";"1992";"Personer";8035
"0229 Enebakk";"1993";"Personer";8085
"0229 Enebakk";"1994";"Personer";8065
"0229 Enebakk";"1995";"Personer";8111
"0229 Enebakk";"1996";"Personer";8165
"0229 Enebakk";"1997";"Personer";8291
"0229 Enebakk";"1998";"Personer";8393
"0229 Enebakk";"1999";"Personer";8505
"0229 Enebakk";"2000";"Personer";8680
"0229 Enebakk";"2001";"Personer";8931
"0229 Enebakk";"2002";"Personer";8965
"0229 Enebakk";"2003";"Personer";9111
"0229 Enebakk";"2004";"Personer";9233
"0229 Enebakk";"2005";"Personer";9297
"0229 Enebakk";"2006";"Personer";9442
"0229 Enebakk";"2007";"Personer";9660
"0229 Enebakk";"2008";"Personer";9893
"0229 Enebakk";"2009";"Personer";10153
"0229 Enebakk";"2010";"Personer";10176
"0229 Enebakk";"2011";"Personer";10262
"0229 Enebakk";"2012";"Personer";10487
"0229 Enebakk";"2013";"Personer";10560
"0229 Enebakk";"2014";"Personer";10626
"0229 Enebakk";"2015";"Personer";10760
"0229 Enebakk";"2016";"Personer";10870
"0229 Enebakk";"2017";"Personer";10927
"0230 Lørenskog";"1986";"Personer";24125
"0230 Lørenskog";"1987";"Personer";24364
"0230 Lørenskog";"1988";"Personer";24874
"0230 Lørenskog";"1989";"Personer";25723
"0230 Lørenskog";"1990";"Personer";26066
"0230 Lørenskog";"1991";"Personer";26560
"0230 Lørenskog";"1992";"Personer";26974
"0230 Lørenskog";"1993";"Personer";27114
"0230 Lørenskog";"1994";"Personer";27356
"0230 Lørenskog";"1995";"Personer";27545
"0230 Lørenskog";"1996";"Personer";28152
"0230 Lørenskog";"1997";"Personer";28799
"0230 Lørenskog";"1998";"Personer";28905
"0230 Lørenskog";"1999";"Personer";29207
"0230 Lørenskog";"2000";"Personer";29505
"0230 Lørenskog";"2001";"Personer";29656
"0230 Lørenskog";"2002";"Personer";29834
"0230 Lørenskog";"2003";"Personer";30220
"0230 Lørenskog";"2004";"Personer";30496
"0230 Lørenskog";"2005";"Personer";30675
"0230 Lørenskog";"2006";"Personer";30929
"0230 Lørenskog";"2007";"Personer";31365
"0230 Lørenskog";"2008";"Personer";31853
"0230 Lørenskog";"2009";"Personer";32300
"0230 Lørenskog";"2010";"Personer";32730
"0230 Lørenskog";"2011";"Personer";33308
"0230 Lørenskog";"2012";"Personer";33709
"0230 Lørenskog";"2013";"Personer";34320
"0230 Lørenskog";"2014";"Personer";34697
"0230 Lørenskog";"2015";"Personer";35139
"0230 Lørenskog";"2016";"Personer";36368
"0230 Lørenskog";"2017";"Personer";37406
"0231 Skedsmo";"1986";"Personer";32517
"0231 Skedsmo";"1987";"Personer";32794
"0231 Skedsmo";"1988";"Personer";33132
"0231 Skedsmo";"1989";"Personer";33420
"0231 Skedsmo";"1990";"Personer";33679
"0231 Skedsmo";"1991";"Personer";34181
"0231 Skedsmo";"1992";"Personer";34484
"0231 Skedsmo";"1993";"Personer";34732
"0231 Skedsmo";"1994";"Personer";35133
"0231 Skedsmo";"1995";"Personer";35717
"0231 Skedsmo";"1996";"Personer";36091
"0231 Skedsmo";"1997";"Personer";36522
"0231 Skedsmo";"1998";"Personer";37102
"0231 Skedsmo";"1999";"Personer";38189
"0231 Skedsmo";"2000";"Personer";38701
"0231 Skedsmo";"2001";"Personer";39155
"0231 Skedsmo";"2002";"Personer";40034
"0231 Skedsmo";"2003";"Personer";40676
"0231 Skedsmo";"2004";"Personer";41359
"0231 Skedsmo";"2005";"Personer";42094
"0231 Skedsmo";"2006";"Personer";43201
"0231 Skedsmo";"2007";"Personer";44577
"0231 Skedsmo";"2008";"Personer";46146
"0231 Skedsmo";"2009";"Personer";46668
"0231 Skedsmo";"2010";"Personer";47723
"0231 Skedsmo";"2011";"Personer";48752
"0231 Skedsmo";"2012";"Personer";49698
"0231 Skedsmo";"2013";"Personer";50532
"0231 Skedsmo";"2014";"Personer";51188
"0231 Skedsmo";"2015";"Personer";51725
"0231 Skedsmo";"2016";"Personer";52522
"0231 Skedsmo";"2017";"Personer";53276
"0233 Nittedal";"1986";"Personer";15187
"0233 Nittedal";"1987";"Personer";15411
"0233 Nittedal";"1988";"Personer";15742
"0233 Nittedal";"1989";"Personer";16002
"0233 Nittedal";"1990";"Personer";16114
"0233 Nittedal";"1991";"Personer";16165
"0233 Nittedal";"1992";"Personer";16220
"0233 Nittedal";"1993";"Personer";16350
"0233 Nittedal";"1994";"Personer";16468
"0233 Nittedal";"1995";"Personer";16639
"0233 Nittedal";"1996";"Personer";16902
"0233 Nittedal";"1997";"Personer";17378
"0233 Nittedal";"1998";"Personer";17892
"0233 Nittedal";"1999";"Personer";18254
"0233 Nittedal";"2000";"Personer";18639
"0233 Nittedal";"2001";"Personer";18942
"0233 Nittedal";"2002";"Personer";19185
"0233 Nittedal";"2003";"Personer";19300
"0233 Nittedal";"2004";"Personer";19440
"0233 Nittedal";"2005";"Personer";19578
"0233 Nittedal";"2006";"Personer";19722
"0233 Nittedal";"2007";"Personer";19968
"0233 Nittedal";"2008";"Personer";20256
"0233 Nittedal";"2009";"Personer";20555
"0233 Nittedal";"2010";"Personer";20939
"0233 Nittedal";"2011";"Personer";21165
"0233 Nittedal";"2012";"Personer";21454
"0233 Nittedal";"2013";"Personer";21971
"0233 Nittedal";"2014";"Personer";22385
"0233 Nittedal";"2015";"Personer";22706
"0233 Nittedal";"2016";"Personer";22857
"0233 Nittedal";"2017";"Personer";23213
"0234 Gjerdrum";"1986";"Personer";3501
"0234 Gjerdrum";"1987";"Personer";3578
"0234 Gjerdrum";"1988";"Personer";3644
"0234 Gjerdrum";"1989";"Personer";3712
"0234 Gjerdrum";"1990";"Personer";3778
"0234 Gjerdrum";"1991";"Personer";3760
"0234 Gjerdrum";"1992";"Personer";3753
"0234 Gjerdrum";"1993";"Personer";3745
"0234 Gjerdrum";"1994";"Personer";3771
"0234 Gjerdrum";"1995";"Personer";3906
"0234 Gjerdrum";"1996";"Personer";3954
"0234 Gjerdrum";"1997";"Personer";4144
"0234 Gjerdrum";"1998";"Personer";4304
"0234 Gjerdrum";"1999";"Personer";4452
"0234 Gjerdrum";"2000";"Personer";4554
"0234 Gjerdrum";"2001";"Personer";4656
"0234 Gjerdrum";"2002";"Personer";4778
"0234 Gjerdrum";"2003";"Personer";4877
"0234 Gjerdrum";"2004";"Personer";4964
"0234 Gjerdrum";"2005";"Personer";5064
"0234 Gjerdrum";"2006";"Personer";5214
"0234 Gjerdrum";"2007";"Personer";5353
"0234 Gjerdrum";"2008";"Personer";5464
"0234 Gjerdrum";"2009";"Personer";5567
"0234 Gjerdrum";"2010";"Personer";5821
"0234 Gjerdrum";"2011";"Personer";5990
"0234 Gjerdrum";"2012";"Personer";6152
"0234 Gjerdrum";"2013";"Personer";6264
"0234 Gjerdrum";"2014";"Personer";6292
"0234 Gjerdrum";"2015";"Personer";6326
"0234 Gjerdrum";"2016";"Personer";6323
"0234 Gjerdrum";"2017";"Personer";6546
"0235 Ullensaker";"1986";"Personer";17529
"0235 Ullensaker";"1987";"Personer";17671
"0235 Ullensaker";"1988";"Personer";17934
"0235 Ullensaker";"1989";"Personer";17998
"0235 Ullensaker";"1990";"Personer";18121
"0235 Ullensaker";"1991";"Personer";18116
"0235 Ullensaker";"1992";"Personer";18179
"0235 Ullensaker";"1993";"Personer";18363
"0235 Ullensaker";"1994";"Personer";18548
"0235 Ullensaker";"1995";"Personer";18605
"0235 Ullensaker";"1996";"Personer";18621
"0235 Ullensaker";"1997";"Personer";18779
"0235 Ullensaker";"1998";"Personer";19120
"0235 Ullensaker";"1999";"Personer";19603
"0235 Ullensaker";"2000";"Personer";20160
"0235 Ullensaker";"2001";"Personer";20987
"0235 Ullensaker";"2002";"Personer";21942
"0235 Ullensaker";"2003";"Personer";22931
"0235 Ullensaker";"2004";"Personer";23784
"0235 Ullensaker";"2005";"Personer";24556
"0235 Ullensaker";"2006";"Personer";25269
"0235 Ullensaker";"2007";"Personer";25966
"0235 Ullensaker";"2008";"Personer";26934
"0235 Ullensaker";"2009";"Personer";28138
"0235 Ullensaker";"2010";"Personer";29088
"0235 Ullensaker";"2011";"Personer";30081
"0235 Ullensaker";"2012";"Personer";31044
"0235 Ullensaker";"2013";"Personer";31743
"0235 Ullensaker";"2014";"Personer";32438
"0235 Ullensaker";"2015";"Personer";33310
"0235 Ullensaker";"2016";"Personer";34189
"0235 Ullensaker";"2017";"Personer";35102
"0236 Nes (Ak.)";"1986";"Personer";14917
"0236 Nes (Ak.)";"1987";"Personer";15132
"0236 Nes (Ak.)";"1988";"Personer";15441
