"region","innvandringskategori","landbakgrunn","Personer 2010","Personer 2011","Personer 2012","Personer 2013","Personer 2014","Personer 2015","Personer 2016","Personer 2017"
"0428 Trysil","Innvandrere","Mosambik",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Namibia",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Niger",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Nigeria",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Réunion",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Rwanda",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","São Tomé og Príncipe",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Senegal",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Den sentralafrikanske republikk",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Seychellene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Sierra Leone",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Somalia",0,3,3,5,5,5,6,5
"0428 Trysil","Innvandrere","St. Helena",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Sudan",0,0,0,0,3,3,3,3
"0428 Trysil","Innvandrere","Swaziland",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Sør-Afrika",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Sør-Sudan",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Tanzania",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Togo",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Tsjad",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Tunisia",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Uganda",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Vest-Sahara",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Zambia",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Zimbabwe",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Afghanistan",13,23,12,12,14,13,6,6
"0428 Trysil","Innvandrere","Armenia",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Aserbajdsjan",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Bahrain",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Bangladesh",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Bhutan",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Brunei",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Filippinene",7,7,6,6,5,6,6,9
"0428 Trysil","Innvandrere","De forente arabiske emirater",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Georgia",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Hongkong",0,0,0,0,3,0,0,0
"0428 Trysil","Innvandrere","India",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Indonesia",0,0,3,0,0,0,0,3
"0428 Trysil","Innvandrere","Irak",16,17,13,15,12,12,13,14
"0428 Trysil","Innvandrere","Iran",10,8,9,9,10,9,6,4
"0428 Trysil","Innvandrere","Israel",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Japan",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Jemen",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Jordan",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Kambodsja",0,0,0,3,0,0,0,0
"0428 Trysil","Innvandrere","Kasakhstan",0,0,0,0,3,0,0,0
"0428 Trysil","Innvandrere","Kina",4,5,5,5,5,4,4,4
"0428 Trysil","Innvandrere","Kirgisistan",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Kuwait",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Kypros",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Laos",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Libanon",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Macao",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Malaysia",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Maldivene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Mongolia",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Myanmar",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Nepal",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Nord-Korea",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Oman",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Pakistan",3,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Palestina",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Qatar",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Saudi-Arabia",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Singapore",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Sri Lanka",0,0,3,3,3,3,0,0
"0428 Trysil","Innvandrere","Syria",0,0,0,0,0,3,17,21
"0428 Trysil","Innvandrere","Sør-Korea",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Tadsjikistan",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Taiwan",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Thailand",7,8,6,6,9,10,8,9
"0428 Trysil","Innvandrere","Turkmenistan",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Usbekistan",3,3,3,3,3,3,3,3
"0428 Trysil","Innvandrere","Vietnam",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Øst-Timor",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","De amerikanske Jomfruøyene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Anguilla",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Antigua og Barbuda",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Aruba",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Bahamas",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Barbados",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Belize",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Bermuda",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Bonaire, Sint Eustatius og Saba",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","De britiske Jomfruøyene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Canada",0,0,0,0,3,0,0,0
"0428 Trysil","Innvandrere","Caymanøyene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Costa Rica",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Cuba",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Curaçao",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Dominica",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Den dominikanske republikk",3,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","El Salvador",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Franske Antiller",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Grenada",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Guadeloupe",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Guatemala",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Haiti",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Honduras",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Jamaica",0,3,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Martinique",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Mexico",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Montserrat",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","De nederlandske antillene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Nicaragua",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Panama",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Puerto Rico",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Saint Kitts og Nevis",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Saint Lucia",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Saint Vincent og Grenadinene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Saint-Barthélemy",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Saint-Martin",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Saint-Pierre-et-Miquelon",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Sint Maarten",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Trinidad og Tobago",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Turks- og Caicosøyene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","USA",3,4,5,4,3,3,4,5
"0428 Trysil","Innvandrere","Argentina",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Bolivia",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Brasil",0,0,0,0,0,3,3,3
"0428 Trysil","Innvandrere","Chile",0,3,0,0,0,3,3,3
"0428 Trysil","Innvandrere","Colombia",0,0,0,0,0,3,0,0
"0428 Trysil","Innvandrere","Ecuador",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Falklandsøyene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Fransk Guyana",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Guyana",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Paraguay",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Peru",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Surinam",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Uruguay",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Venezuela",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Amerikansk Samoa",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Australia",0,0,0,3,0,0,3,0
"0428 Trysil","Innvandrere","Christmasøya",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Cookøyene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Fiji",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Fransk Polynesia",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Guam",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Kiribati",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Kokosøyene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Marshalløyene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Mikronesiaføderasjonen",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Mindre stillehavsøyer (am.)",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Nauru",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","New Zealand",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Niue",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Nord-Marianene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Norfolkøya",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Ny-Caledonia",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Palau",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Papua Ny-Guinea",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Pitcairn",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Salomonøyene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Samoa",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Tokelau",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Tonga",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Tuvalu",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Vanuatu",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Wallis- og Futunaøyene",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Statsløse",0,0,0,0,0,0,0,0
"0428 Trysil","Innvandrere","Uoppgitt",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Danmark",16,16,16,16,14,13,13,15
"0429 Åmot","Innvandrere","Grønland",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Finland",3,3,3,3,3,3,3,3
"0429 Åmot","Innvandrere","Færøyene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Island",3,3,3,0,0,0,0,3
"0429 Åmot","Innvandrere","Sverige",26,24,19,19,20,20,22,22
"0429 Åmot","Innvandrere","Albania",0,0,0,0,0,0,3,3
"0429 Åmot","Innvandrere","Andorra",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Belgia",4,4,4,4,4,4,3,3
"0429 Åmot","Innvandrere","Bosnia-Hercegovina",16,12,12,9,9,9,10,10
"0429 Åmot","Innvandrere","Bulgaria",0,3,5,12,13,15,17,14
"0429 Åmot","Innvandrere","Estland",8,4,4,4,11,7,7,7
"0429 Åmot","Innvandrere","Frankrike",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Gibraltar",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Guernsey",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Hellas",0,0,0,0,0,3,3,7
"0429 Åmot","Innvandrere","Hviterussland",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Irland",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Italia",0,0,0,3,3,3,3,3
"0429 Åmot","Innvandrere","Jersey",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kosovo",3,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kroatia",10,7,7,7,7,7,7,7
"0429 Åmot","Innvandrere","Latvia",0,3,3,3,5,3,0,3
"0429 Åmot","Innvandrere","Liechtenstein",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Litauen",12,15,36,38,47,53,51,51
"0429 Åmot","Innvandrere","Luxembourg",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Makedonia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Malta",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Man",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Moldova",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Monaco",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Montenegro",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Nederland",29,34,31,28,28,22,19,19
"0429 Åmot","Innvandrere","Polen",11,14,14,16,22,23,20,27
"0429 Åmot","Innvandrere","Portugal",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Romania",0,0,0,0,3,0,3,0
"0429 Åmot","Innvandrere","Russland",4,5,4,3,4,5,6,6
"0429 Åmot","Innvandrere","San Marino",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Serbia",0,0,0,0,0,3,3,0
"0429 Åmot","Innvandrere","Serbia og Montenegro",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Slovakia",0,0,0,3,3,3,3,3
"0429 Åmot","Innvandrere","Slovenia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Spania",0,0,0,0,0,0,0,3
"0429 Åmot","Innvandrere","Storbritannia",3,4,4,7,6,4,4,6
"0429 Åmot","Innvandrere","Sveits",0,0,3,3,3,3,0,3
"0429 Åmot","Innvandrere","Tsjekkia",0,0,0,0,0,3,0,0
"0429 Åmot","Innvandrere","Tyrkia",4,3,3,3,3,0,3,3
"0429 Åmot","Innvandrere","Tyskland",9,11,12,16,18,24,24,25
"0429 Åmot","Innvandrere","Ukraina",0,3,0,0,0,3,0,3
"0429 Åmot","Innvandrere","Ungarn",0,3,0,0,0,3,3,3
"0429 Åmot","Innvandrere","Vatikanstaten",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Østerrike",0,0,0,0,0,3,0,3
"0429 Åmot","Innvandrere","Algerie",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Angola",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Benin",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Botswana",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Det britiske territoriet i Indiahavet",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Burkina Faso",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Burundi",0,0,0,3,3,3,3,0
"0429 Åmot","Innvandrere","Djibouti",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Egypt",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Ekvatorial-Guinea",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Elfenbeinskysten",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Eritrea",0,0,3,3,0,6,17,22
"0429 Åmot","Innvandrere","Etiopia",0,0,0,0,0,0,3,0
"0429 Åmot","Innvandrere","Gabon",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Gambia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Ghana",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Guinea",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Guinea-Bissau",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kamerun",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kapp Verde",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kenya",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Komorene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kongo",0,0,0,0,0,3,3,3
"0429 Åmot","Innvandrere","Kongo-Brazzaville",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Lesotho",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Liberia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Libya",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Madagaskar",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Malawi",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Mali",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Marokko",0,0,0,0,0,0,0,3
"0429 Åmot","Innvandrere","Mauritania",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Mauritius",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Mayotte",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Mosambik",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Namibia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Niger",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Nigeria",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Réunion",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Rwanda",0,0,0,3,0,0,0,0
"0429 Åmot","Innvandrere","São Tomé og Príncipe",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Senegal",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Den sentralafrikanske republikk",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Seychellene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Sierra Leone",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Somalia",8,7,7,7,7,10,12,12
"0429 Åmot","Innvandrere","St. Helena",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Sudan",0,0,0,0,0,0,0,3
"0429 Åmot","Innvandrere","Swaziland",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Sør-Afrika",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Sør-Sudan",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Tanzania",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Togo",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Tsjad",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Tunisia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Uganda",0,0,3,3,3,0,0,0
"0429 Åmot","Innvandrere","Vest-Sahara",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Zambia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Zimbabwe",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Afghanistan",0,3,4,5,8,4,4,7
"0429 Åmot","Innvandrere","Armenia",0,0,0,0,0,3,0,0
"0429 Åmot","Innvandrere","Aserbajdsjan",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Bahrain",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Bangladesh",0,0,3,0,0,0,0,0
"0429 Åmot","Innvandrere","Bhutan",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Brunei",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Filippinene",4,5,7,8,6,7,8,8
"0429 Åmot","Innvandrere","De forente arabiske emirater",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Georgia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Hongkong",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","India",0,3,3,3,0,0,0,0
"0429 Åmot","Innvandrere","Indonesia",3,0,0,3,3,0,0,0
"0429 Åmot","Innvandrere","Irak",0,0,0,0,0,3,3,6
"0429 Åmot","Innvandrere","Iran",3,3,3,3,0,3,3,3
"0429 Åmot","Innvandrere","Israel",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Japan",0,0,0,0,0,0,3,3
"0429 Åmot","Innvandrere","Jemen",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Jordan",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kambodsja",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kasakhstan",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kina",0,0,0,3,3,0,0,0
"0429 Åmot","Innvandrere","Kirgisistan",3,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kuwait",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Kypros",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Laos",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Libanon",3,0,3,3,0,3,0,0
"0429 Åmot","Innvandrere","Macao",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Malaysia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Maldivene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Mongolia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Myanmar",0,0,0,0,0,0,0,3
"0429 Åmot","Innvandrere","Nepal",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Nord-Korea",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Oman",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Pakistan",0,0,0,0,0,0,3,3
"0429 Åmot","Innvandrere","Palestina",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Qatar",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Saudi-Arabia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Singapore",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Sri Lanka",3,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Syria",0,0,0,0,3,3,3,13
"0429 Åmot","Innvandrere","Sør-Korea",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Tadsjikistan",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Taiwan",0,0,0,0,3,0,0,0
"0429 Åmot","Innvandrere","Thailand",5,10,9,8,8,13,10,7
"0429 Åmot","Innvandrere","Turkmenistan",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Usbekistan",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Vietnam",3,3,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Øst-Timor",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","De amerikanske Jomfruøyene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Anguilla",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Antigua og Barbuda",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Aruba",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Bahamas",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Barbados",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Belize",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Bermuda",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Bonaire, Sint Eustatius og Saba",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","De britiske Jomfruøyene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Canada",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Caymanøyene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Costa Rica",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Cuba",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Curaçao",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Dominica",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Den dominikanske republikk",0,0,0,0,0,0,0,3
"0429 Åmot","Innvandrere","El Salvador",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Franske Antiller",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Grenada",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Guadeloupe",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Guatemala",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Haiti",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Honduras",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Jamaica",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Martinique",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Mexico",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Montserrat",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","De nederlandske antillene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Nicaragua",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Panama",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Puerto Rico",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Saint Kitts og Nevis",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Saint Lucia",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Saint Vincent og Grenadinene",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Saint-Barthélemy",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Saint-Martin",0,0,0,0,0,0,0,0
"0429 Åmot","Innvandrere","Saint-Pierre-et-Miquelon",0,0,0,0,0,0,0,0
